Interlayer mole fraction,Nanopore mole fraction,Total mole fraction,Chemical potential,Partial molar entropy,dq/de,Partial molar enthalpy,Entropy
0.0008261481481481482,0.0,0.00024784444444444446,1.2,0.1760449923340628,0.009218044374432587,-1.0239550076659372,0.0
0.004038666666666666,0.0,0.0012116,1.16,0.13632610016196733,0.04769089310965836,-1.0236738998380326,0.00015052468789400367
0.018058222222222226,0.0,0.005417466666666667,1.12,0.09926063810400065,0.1843223465816204,-1.0207393618959995,0.0006459478926847833
0.04963377777777778,0.0,0.014890133333333333,1.08,0.07329896231738475,0.2925100483253735,-1.0067010376826153,0.0014632476801472716
0.08534481481481482,0.0,0.025603444444444443,1.04,0.05872501721153045,0.26170400164809776,-0.9812749827884696,0.002170454663557388
0.11856888888888889,0.0,0.03557066666666667,1.0,0.04967951760060496,0.24088351048815873,-0.950320482399395,0.0027107007077419774
0.14912807407407408,0.0,0.04473842222222223,0.96,0.043420124812310945,0.22473869476832137,-0.916579875187689,0.0031374580897176
0.20474533333333333,0.0,0.0614236,0.88,0.03374234299596712,0.20107217931251373,-0.8462576570040329,0.003781192836294187
0.25642844444444446,0.0,0.07692853333333333,0.8,0.026483634857803584,0.19178684397923265,-0.7735163651421965,0.004248092722072949
0.3064144444444445,0.0,0.09192433333333334,0.72,0.020289594360268115,0.18449575075516342,-0.6997104056397319,0.004598793717427129
0.35629755555555553,0.0,0.10688926666666666,0.64,0.01458809607941447,0.19207263222857562,-0.6254119039205855,0.004859764873552373
0.40755192592592593,0.0,0.12226557777777779,0.56,0.009294176590601388,0.19520990657005666,-0.5507058234093987,0.005043375500859648
0.4475991851851852,0.0,0.13427975555555555,0.5,0.005208583022109414,0.20585337333208084,-0.4947914169778906,0.005130494866987389
0.4756142222222222,0.0,0.14268426666666667,0.46,0.0026124040259337677,0.21249642036916241,-0.45738759597406625,0.005163360653259957
0.5047565925925926,1.238095238095238e-06,0.15142784444444443,0.42,-0.000460854656335663,0.22187078937943125,-0.42046085465633565,0.005172766772887862
0.5356879259259258,1.0158730158730158e-06,0.16070708888888888,0.38,-0.0034739319990872985,0.2353036130966941,-0.3834739319990873,0.005154510849281658
0.5687844444444444,4.857142857142858e-06,0.17063873333333335,0.34,-0.0067058493447261225,0.2625190939313222,-0.34670584934472615,0.0051039598648671865
0.6047716296296297,3.2190476190476186e-05,0.18145402222222223,0.3,-0.009479341039543454,0.28236121671341086,-0.30947934103954344,0.005016436110003415
0.6445657777777778,0.00012717460317460317,0.19345875555555556,0.26,-0.01172257064548382,0.3068173726833552,-0.27172257064548383,0.004889174462035597
0.6900634814814816,0.0006369206349206349,0.2074648888888889,0.22,-0.010051869889657672,0.3778165087578789,-0.23005186988965767,0.004736686603338632
0.7157713333333333,0.001543904761904762,0.21581213333333335,0.2,-0.005506222229097801,0.459009864937736,-0.2055062222290978,0.004671753004336414
0.7439548148148148,0.0035564761904761906,0.22567597777777776,0.18,0.0038763122783105897,0.5441290471728868,-0.1761236877216894,0.004663714415229905
0.7755587407407408,0.007790095238095238,0.2381206888888889,0.16,0.014864695925569549,0.7363321211990131,-0.14513530407443045,0.004780327631744031
0.8118863703703704,0.01781803174603175,0.2560385333333333,0.14,0.03062431082858541,1.1064114125533273,-0.1093756891714146,0.005187860105220646
0.8320168148148147,0.02727673015873016,0.26869875555555556,0.13,0.03509684124272229,1.460383894215199,-0.09490315875727771,0.005603882300182255
0.8536302222222222,0.04183460317460317,0.2853732888888889,0.12,0.03428355820550656,1.991690341993061,-0.08571644179449343,0.006182325191821993
0.8769148888888889,0.06581269841269842,0.30914335555555555,0.11,0.037542918350401175,2.8716908292932066,-0.07245708164959883,0.0070359852599048405
0.9009247407407407,0.10705761904761904,0.34521775555555556,0.1,0.03271139452815093,4.539377407790642,-0.06728860547184908,0.00830317635215786
0.9243741481481481,0.17688019047619047,0.4011283777777778,0.09,0.027200765432259605,6.526934344479088,-0.06279923456774039,0.009978039423189793
0.9454221481481482,0.28970053968253967,0.4864170222222222,0.08,0.017543731545703593,10.153687445048897,-0.06245626845429641,0.011886138169989303
0.9623752592592593,0.42497403174603177,0.5861944,0.07,0.0037565096806843196,9.803892325961174,-0.06624349031931569,0.012948779277790855
0.9742671851851852,0.5498201904761905,0.677154288888889,0.06,-0.008056209160673802,8.217288424915651,-0.0680562091606738,0.012753229184313127
0.988372074074074,0.728730253968254,0.8066228,0.04,-0.026488334568765336,5.084369024346775,-0.06648833456876534,0.01051701386248155
0.9950206666666667,0.8447401587301587,0.8898243111111112,0.02,-0.04374113230406884,3.1301738908747274,-0.06374113230406885,0.0075954149783077855
0.9976412592592592,0.9162864444444445,0.9406928888888889,-0.0,-0.06113034819455325,1.8117154767663122,-0.06113034819455325,0.004928083447100355
